invoice_date,job_card_date,business_partner_name,vehicle_no,vehicle_model,current_km_reading,invoice_line_text,year,month,units_sold,system_category,refined_system_category
2017-02-06,2017-05-31,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,758,POLISH,2017,February,1,General Service & Labour,Miscellaneous
2017-02-06,2017-05-31,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,758,CONSUMABLES,2017,February,1,Miscellaneous,Miscellaneous
2017-02-06,2017-05-31,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,758,COOLANT OIL,2017,February,1,Miscellaneous,Miscellaneous
2017-02-06,2017-05-31,KIRAXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR NS 200,758,4 WAY SWITCH,2017,February,1,Electrical,Miscellaneous
2017-05-31,2017-05-31,pattXXXXXXXXXX,KA53EMXXXX,BAJAJ PLATINA,3717,3M OIL,2017,May,1,Miscellaneous,Miscellaneous
2017-05-31,2017-05-31,diliXXXXXXXXXX,KA53S3XXXX,BAJAJ V,7854,OIL FILTER,2017,May,1,Miscellaneous,Miscellaneous
2017-05-31,2017-05-31,VENKXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,5391,3M OIL,2017,May,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,HEAD REST,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,VALVE GUIDE,2017,March,1,Engine & Transmission,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,LOW BEAM BULB,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,VALVE GRAINDING,2017,March,1,Engine & Transmission,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,LOADING GEAR,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,PACKING KIT,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,CLUTCH BELL REST,2017,March,1,Engine & Transmission,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,VALVE KIT,2017,March,1,Engine & Transmission,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,SPARK PLUG,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,BORE KIT,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,AIR FILTER,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-05-31,MAYAXXXXXXXXXX,KA05JGXXXX,BAJAJ PULSAR 220,25000,HEAD RUBBER,2017,March,1,Miscellaneous,Miscellaneous
2017-05-06,2017-01-06,srivXXXXXXXXXX,KA02EWXXXX,BAJAJ PULSAR 150,41458,BRAKE ADJUSTMENT,2017,May,1,Braking System,Miscellaneous
2017-05-06,2017-01-06,srivXXXXXXXXXX,KA02EWXXXX,BAJAJ PULSAR 150,41458,BRAKE ADJUSTMENT,2017,May,1,Braking System,Miscellaneous
2017-05-06,2017-01-06,srivXXXXXXXXXX,KA02EWXXXX,BAJAJ PULSAR 150,41458,HEAD RUBBER,2017,May,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,ANMOXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,8079,3M OIL,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,ANMOXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,8079,AIR FILTER CHECKUP,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,PRASXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,5500,AIR FILTER CHECKUP,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,PRASXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,5500,DRUM BOLT WASHER,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,PRASXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,5500,TANK CLEANING,2017,January,1,Fuel System,Miscellaneous
2017-01-06,2017-01-06,PRASXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,5500,3M OIL,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,SATHXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,523,3M OIL,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,vinoXXXXXXXXXX,KA51EVXXXX,BAJAJ AVENGER STREET 220,2750,3M OIL,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,vinoXXXXXXXXXX,KA51EVXXXX,BAJAJ AVENGER STREET 220,2750,FORK BEND,2017,January,1,Suspension & Wheels,Miscellaneous
2017-01-06,2017-01-06,madhXXXXXXXXXX,KA03JJXXXX,BAJAJ PULSAR 220,4845,3M OIL,2017,January,1,Miscellaneous,Miscellaneous
2017-01-06,2017-01-06,madhXXXXXXXXXX,KA03JJXXXX,BAJAJ PULSAR 220,4845,AIR FILTER CHECKUP,2017,January,1,Miscellaneous,Miscellaneous
2017-02-06,2017-01-06,pratXXXXXXXXXX,KA44K6XXXX,BAJAJ PULSAR 220,58969,GEAR SHAFT,2017,February,1,Engine & Transmission,Miscellaneous
2017-01-06,2017-01-06,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421,CRASH GUARD,2017,January,1,Body & Accessories,Miscellaneous
2017-01-06,2017-01-06,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421,FORK BEND,2017,January,1,Suspension & Wheels,Miscellaneous
2017-01-06,2017-01-06,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421,FORK CONE SET,2017,January,1,Suspension & Wheels,Miscellaneous
2017-01-06,2017-01-06,kesaXXXXXXXXXX,KA03HSXXXX,BAJAJ PULSAR 150,39421,DISC LEVER,2017,January,1,Braking System,Miscellaneous
2017-02-06,2017-02-06,maliXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,3510,3M OIL,2017,February,1,Miscellaneous,Miscellaneous
2017-02-06,2017-02-06,maliXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,3510,OIL FILTER,2017,February,1,Miscellaneous,Miscellaneous
2017-02-06,2017-02-06,POTHXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET 220,730,3M OIL,2017,February,1,Miscellaneous,Miscellaneous
2017-02-06,2017-02-06,VARUXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,4707,3M OIL,2017,February,1,Miscellaneous,Miscellaneous
2017-03-06,2017-02-06,dineXXXXXXXXXX,KA53EQXXXX,BAJAJ CT 100,4170,3M OIL,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-02-06,dineXXXXXXXXXX,KA53EQXXXX,BAJAJ CT 100,4170,TAIL LAMP BULB,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-03-06,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060,AIR FILTER CHECKUP,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-03-06,nagaXXXXXXXXXX,KA53EMXXXX,BAJAJ PULSAR 220,12060,DISC OIL,2017,March,1,Braking System,Miscellaneous
2017-03-06,2017-03-06,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462,DISC OIL,2017,March,1,Braking System,Miscellaneous
2017-03-06,2017-03-06,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462,DISC OVERHUAL,2017,March,1,Braking System,Miscellaneous
2017-03-06,2017-03-06,prakXXXXXXXXXX,KA02EJXXXX,BAJAJ PULSAR 150,9462,MASTER ASSEMBLY,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-03-06,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241,3M OIL,2017,March,1,Miscellaneous,Miscellaneous
2017-03-06,2017-03-06,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241,POLISH,2017,March,1,General Service & Labour,Miscellaneous
2017-03-06,2017-03-06,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241,DISC OIL,2017,March,1,Braking System,Miscellaneous
2017-03-06,2017-03-06,manjXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2241,CONSUMABLES,2017,March,1,Miscellaneous,Miscellaneous
2017-04-06,2017-03-06,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753,POLISH,2017,April,1,General Service & Labour,Miscellaneous
2017-04-06,2017-03-06,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753,CONSUMABLES,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-03-06,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753,DISC OIL,2017,April,1,Braking System,Miscellaneous
2017-04-06,2017-03-06,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753,3M OIL,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-03-06,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753,BRAKE ADJUSTMENT,2017,April,1,Braking System,Miscellaneous
2017-04-06,2017-03-06,hariXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,7753,AIR FILTER CHECKUP,2017,April,1,Miscellaneous,Miscellaneous
2017-08-06,2017-03-06,diliXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2204,CLUTCH CAM,2017,August,1,Engine & Transmission,Miscellaneous
2017-08-06,2017-03-06,diliXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,2204,3M OIL,2017,August,1,Miscellaneous,Miscellaneous
2017-04-06,2017-03-06,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513,OIL FILTER,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-03-06,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513,BRAKE ADJUSTMENT,2017,April,1,Braking System,Miscellaneous
2017-04-06,2017-03-06,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513,DOOM,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-03-06,ramaXXXXXXXXXX,KA53X6XXXX,BAJAJ DISCOVER,95513,AIR FILTER CHECKUP,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-04-06,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183,3M OIL,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-04-06,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183,DISC OIL,2017,April,1,Braking System,Miscellaneous
2017-04-06,2017-04-06,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183,POLISH,2017,April,1,General Service & Labour,Miscellaneous
2017-04-06,2017-04-06,sohaXXXXXXXXXX,KA03JGXXXX,BAJAJ PULSAR LS135,4183,CONSUMABLES,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-04-06,dayaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8517,AIR FILTER CHECKUP,2017,April,1,Miscellaneous,Miscellaneous
2017-04-06,2017-04-06,dayaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8517,BRAKE ADJUSTMENT,2017,April,1,Braking System,Miscellaneous
2017-04-06,2017-04-06,prasXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 220,726,3M OIL,2017,April,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744,SERVICE,2017,May,1,General Service & Labour,Miscellaneous
2017-05-06,2017-05-06,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744,FORK BEND,2017,May,1,Suspension & Wheels,Miscellaneous
2017-05-06,2017-05-06,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744,AIR FILTER CHECKUP,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744,HEAD RUBBER,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,giriXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,18744,FORK OVERHUAL,2017,May,1,Suspension & Wheels,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,SPARK PLUG,2017,October,1,Miscellaneous,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,VALVE GUIDE,2017,October,1,Engine & Transmission,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,BORE KIT,2017,October,1,Miscellaneous,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,VALVE KIT,2017,October,1,Engine & Transmission,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,LOADING GEAR,2017,October,1,Miscellaneous,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,CRANK RESET,2017,October,1,Engine & Transmission,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,PACKING KIT,2017,October,1,Miscellaneous,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,VALVE GRAINDING,2017,October,1,Engine & Transmission,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,HEAD REST,2017,October,1,Miscellaneous,Miscellaneous
2017-10-06,2017-05-06,ayusXXXXXXXXXX,AYUSHXXXX,BAJAJ AVENGER STREET 220,44009,AIR FILTER,2017,October,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826,CONSUMABLES,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826,POLISH,2017,May,1,General Service & Labour,Miscellaneous
2017-05-06,2017-05-06,yogeXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 180,4826,3M OIL,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213,AIR FILTER CHECKUP,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213,BRAKE ADJUSTMENT,2017,May,1,Braking System,Miscellaneous
2017-05-06,2017-05-06,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213,DISC OIL,2017,May,1,Braking System,Miscellaneous
2017-05-06,2017-05-06,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213,SERVICE,2017,May,1,General Service & Labour,Miscellaneous
2017-05-06,2017-05-06,suryXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR 150,36213,DRUM BOLT,2017,May,1,Miscellaneous,Miscellaneous
2017-06-06,2017-05-06,asjoXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR NS 200,548,3M OIL,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-05-06,asjoXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR NS 200,548,POLISH,2017,June,1,General Service & Labour,Miscellaneous
2017-06-06,2017-05-06,asjoXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR NS 200,548,OIL FILTER,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-05-06,asjoXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR NS 200,548,COOLANT OIL,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-05-06,asjoXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR NS 200,548,CONSUMABLES,2017,June,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,bramXXXXXXXXXX,KA01HRXXXX,BAJAJ PULSAR 150,5412,AIR FILTER CHECKUP,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,bramXXXXXXXXXX,KA01HRXXXX,BAJAJ PULSAR 150,5412,CONSUMABLES,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,shekXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR NS 200,19649,DISC OIL,2017,May,1,Braking System,Miscellaneous
2017-05-06,2017-05-06,shekXXXXXXXXXX,KA53EDXXXX,BAJAJ PULSAR NS 200,19649,OIL FILTER,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,prasXXXXXXXXXX,KA53ENXXXX,BAJAJ AVENGER STREET 220,6472,DISC OIL,2017,May,1,Braking System,Miscellaneous
2017-05-06,2017-05-06,prasXXXXXXXXXX,KA53ENXXXX,BAJAJ AVENGER STREET 220,6472,POLISH,2017,May,1,General Service & Labour,Miscellaneous
2017-05-06,2017-05-06,prasXXXXXXXXXX,KA53ENXXXX,BAJAJ AVENGER STREET 220,6472,3M OIL,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,prasXXXXXXXXXX,KA53ENXXXX,BAJAJ AVENGER STREET 220,6472,CONSUMABLES,2017,May,1,Miscellaneous,Miscellaneous
2017-05-06,2017-05-06,madhXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,26635,DISC OIL,2017,May,1,Braking System,Miscellaneous
2017-05-06,2017-05-06,madhXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,26635,AIR FILTER CHECKUP,2017,May,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,BROJXXXXXXXXXX,KA023JXXXX,BAJAJ DISCOVER 125,14018,3M OIL,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,BROJXXXXXXXXXX,KA023JXXXX,BAJAJ DISCOVER 125,14018,DISC OIL,2017,June,1,Braking System,Miscellaneous
2017-06-06,2017-06-06,BROJXXXXXXXXXX,KA023JXXXX,BAJAJ DISCOVER 125,14018,CONSUMABLES,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,KARAXXXXXXXXXX,KA53EMXXXX,BAJAJ AVENGER STREET 220,9445,DISC OIL,2017,June,1,Braking System,Miscellaneous
2017-06-06,2017-06-06,KARAXXXXXXXXXX,KA53EMXXXX,BAJAJ AVENGER STREET 220,9445,AIR FILTER CHECKUP,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,KARAXXXXXXXXXX,KA53EMXXXX,BAJAJ AVENGER STREET 220,9445,BRAKE ADJUSTMENT,2017,June,1,Braking System,Miscellaneous
2017-06-06,2017-06-06,KARAXXXXXXXXXX,KA53EMXXXX,BAJAJ AVENGER STREET 220,9445,CONSUMABLES,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,UJJWXXXXXXXXXX,KA03HVXXXX,BAJAJ PULSAR NS 200,26305,OIL FILTER,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,UJJWXXXXXXXXXX,KA03HVXXXX,BAJAJ PULSAR NS 200,26305,DISC OIL,2017,June,1,Braking System,Miscellaneous
2017-06-06,2017-06-06,UJJWXXXXXXXXXX,KA03HVXXXX,BAJAJ PULSAR NS 200,26305,AIR FILTER CHECKUP,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,AJOSXXXXXXXXXX,KA51ECXXXX,BAJAJ PULSAR 150,20897,DISC OIL,2017,June,1,Braking System,Miscellaneous
2017-06-06,2017-06-06,AJOSXXXXXXXXXX,KA51ECXXXX,BAJAJ PULSAR 150,20897,AIR FILTER CHECKUP,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,AJOSXXXXXXXXXX,KA51ECXXXX,BAJAJ PULSAR 150,20897,LOCK SET,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,PREMXXXXXXXXXX,KA03JJXXXX,BAJAJ PULSAR 150,5322,3M OIL,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,PREMXXXXXXXXXX,KA03JJXXXX,BAJAJ PULSAR 150,5322,AIR FILTER CHECKUP,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,SANDXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,4703,CONSUMABLES,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,SANDXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,4703,POLISH,2017,June,1,General Service & Labour,Miscellaneous
2017-06-06,2017-06-06,SANDXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,4703,RIGHT SHIELD CAP,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,SANDXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET 220,4703,3M OIL,2017,June,1,Miscellaneous,Miscellaneous
2017-06-06,2017-06-06,LATHXXXXXXXXXX,KA09HFXXXX,BAJAJ DISCOVER 125,14202,DISC OIL,2017,June,1,Braking System,Miscellaneous
2017-06-06,2017-06-06,LATHXXXXXXXXXX,KA09HFXXXX,BAJAJ DISCOVER 125,14202,AIR FILTER CHECKUP,2017,June,1,Miscellaneous,Miscellaneous
2017-07-06,2017-06-06,MURAXXXXXXXXXX,KA53EQXXXX,BAJAJ DISCOVER 125,6853,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-06,2017-06-06,MURAXXXXXXXXXX,KA53EQXXXX,BAJAJ DISCOVER 125,6853,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-06,2017-06-06,MURAXXXXXXXXXX,KA53EQXXXX,BAJAJ DISCOVER 125,6853,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-06-06,MURAXXXXXXXXXX,KA53EQXXXX,BAJAJ DISCOVER 125,6853,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-06-06,MURAXXXXXXXXXX,KA53EQXXXX,BAJAJ DISCOVER 125,6853,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-06-06,SUNIXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,5903,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-06-06,SUNIXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,5903,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-06-06,SUNIXXXXXXXXXX,KA53ERXXXX,BAJAJ PLATINA,5903,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-06,2017-07-06,prasXXXXXXXXXX,KA53EQXXXX,BAJAJ V150,5177,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,prasXXXXXXXXXX,KA53EQXXXX,BAJAJ V150,5177,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,prasXXXXXXXXXX,KA53EQXXXX,BAJAJ V150,5177,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-06,2017-07-06,jijeXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,584,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-06,2017-07-06,jijeXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,584,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,jijeXXXXXXXXXX,KA53ERXXXX,BAJAJ AVENGER STREET 220,584,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,santXXXXXXXXXX,KA27V8XXXX,BAJAJ PULSAR 150,56230,SWITCH,2017,July,1,Electrical,Miscellaneous
2017-07-06,2017-07-06,santXXXXXXXXXX,KA27V8XXXX,BAJAJ PULSAR 150,56230,STEP HOLDER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,santXXXXXXXXXX,KA27V8XXXX,BAJAJ PULSAR 150,56230,ACCELATOR CABLE,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,santXXXXXXXXXX,KA27V8XXXX,BAJAJ PULSAR 150,56230,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,chanXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8504,SPARK PLUG,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,chanXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8504,JALL SCREW,2017,July,1,Miscellaneous,Miscellaneous
2017-07-06,2017-07-06,chanXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,8504,TANK COVER,2017,July,1,Fuel System,Miscellaneous
2017-08-06,2017-08-06,raviXXXXXXXXXX,ka 53 XXXX,BAJAJ V150,4158,CONSUMABLES,2017,August,1,Miscellaneous,Miscellaneous
2017-08-06,2017-08-06,raviXXXXXXXXXX,ka 53 XXXX,BAJAJ V150,4158,3M OIL,2017,August,1,Miscellaneous,Miscellaneous
2017-08-06,2017-08-06,raviXXXXXXXXXX,ka 53 XXXX,BAJAJ V150,4158,POLISH,2017,August,1,General Service & Labour,Miscellaneous
2017-08-06,2017-08-06,raviXXXXXXXXXX,ka 53 XXXX,BAJAJ V150,4158,OIL FILTER,2017,August,1,Miscellaneous,Miscellaneous
2017-08-06,2017-08-06,hariXXXXXXXXXX,KA07S4XXXX,BAJAJ AVENGER STREET 220,27497,CLUTCH OVERHUAL,2017,August,1,Engine & Transmission,Miscellaneous
2017-08-06,2017-08-06,hariXXXXXXXXXX,KA07S4XXXX,BAJAJ AVENGER STREET 220,27497,GEAR SHAFT,2017,August,1,Engine & Transmission,Miscellaneous
2017-08-06,2017-08-06,hariXXXXXXXXXX,KA07S4XXXX,BAJAJ AVENGER STREET 220,27497,HANDLE LOCK,2017,August,1,Miscellaneous,Miscellaneous
2017-08-06,2017-08-06,hariXXXXXXXXXX,KA07S4XXXX,BAJAJ AVENGER STREET 220,27497,AIR FILTER CHECKUP,2017,August,1,Miscellaneous,Miscellaneous
