invoice_date,job_card_date,business_partner_name,vehicle_no,vehicle_model,current_km_reading,invoice_line_text,year,month,units_sold,system_category,refined_system_category
2017-07-13,2017-07-13,subrXXXXXXXXXX,KA53EPXXXX,BAJAJ V150,9546,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,subrXXXXXXXXXX,KA53EPXXXX,BAJAJ V150,9546,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,subrXXXXXXXXXX,KA53EPXXXX,BAJAJ V150,9546,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,shivXXXXXXXXXX,KA03JDXXXX,BAJAJ PULSAR 150,10322,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,shivXXXXXXXXXX,KA03JDXXXX,BAJAJ PULSAR 150,10322,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-13,2017-07-13,sendXXXXXXXXXX,KA51Y2XXXX,BAJAJ PULSAR LS135,46417,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,sendXXXXXXXXXX,KA51Y2XXXX,BAJAJ PULSAR LS135,46417,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,sendXXXXXXXXXX,KA51Y2XXXX,BAJAJ PULSAR LS135,46417,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-13,2017-07-13,amitXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,7747,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,amitXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,7747,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-13,2017-07-13,amitXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,7747,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,shriXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 220,653,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,shriXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 220,653,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,shriXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 220,653,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-13,2017-07-13,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,3334,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,3334,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,anilXXXXXXXXXX,KA53ERXXXX,BAJAJ PULSAR 150,3334,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-13,2017-07-13,sathXXXXXXXXXX,FORREGXXXX,BAJAJ PULSAR 180,758,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-13,2017-07-13,sathXXXXXXXXXX,FORREGXXXX,BAJAJ PULSAR 180,758,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,sathXXXXXXXXXX,FORREGXXXX,BAJAJ PULSAR 180,758,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,mekaXXXXXXXXXX,KA53ETXXXX,BAJAJ DISCOVER 125,734,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-13,2017-07-13,mekaXXXXXXXXXX,KA53ETXXXX,BAJAJ DISCOVER 125,734,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-14,2017-07-14,sathXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,5191,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-14,2017-07-14,sathXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,5191,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-14,2017-07-14,poliXXXXXXXXXX,KA53EKXXXX,BAJAJ WIND 125,12500,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-14,2017-07-14,nandXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 180,538,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-14,2017-07-14,nandXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 180,538,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-14,2017-07-14,nandXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 180,538,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-14,2017-07-14,K daXXXXXXXXXX,KA03JFXXXX,BAJAJ AVENGER STREET,22386,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-14,2017-07-14,K daXXXXXXXXXX,KA03JFXXXX,BAJAJ AVENGER STREET,22386,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-14,2017-07-14,gangXXXXXXXXXX,KA53EHXXXX,BAJAJ PULSAR 150,30836,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-14,2017-07-14,gangXXXXXXXXXX,KA53EHXXXX,BAJAJ PULSAR 150,30836,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-14,2017-07-14,gangXXXXXXXXXX,KA53EHXXXX,BAJAJ PULSAR 150,30836,DISC PUMP KIT,2017,July,1,Braking System,Miscellaneous
2017-07-14,2017-07-14,vinaXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,11768,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-14,2017-07-14,vinaXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 150,11768,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,venuXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,7762,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-15,2017-07-15,venuXXXXXXXXXX,KA53EQXXXX,BAJAJ PULSAR 220,7762,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,shivXXXXXXXXXX,AP28DJXXXX,BAJAJ PULSAR 150,39438,ACCELATOR CABLE,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,shivXXXXXXXXXX,AP28DJXXXX,BAJAJ PULSAR 150,39438,DISC PLATE,2017,July,1,Braking System,Miscellaneous
2017-07-15,2017-07-15,shivXXXXXXXXXX,AP28DJXXXX,BAJAJ PULSAR 150,39438,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,shivXXXXXXXXXX,AP28DJXXXX,BAJAJ PULSAR 150,39438,DISC LEVER,2017,July,1,Braking System,Miscellaneous
2017-07-15,2017-07-15,shivXXXXXXXXXX,KA01HLXXXX,BAJAJ PULSAR 150,45963,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,shivXXXXXXXXXX,KA01HLXXXX,BAJAJ PULSAR 150,45963,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-15,2017-07-15,mayaXXXXXXXXXX,KA03JCXXXX,BAJAJ PULSAR AS 200,8008,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-15,2017-07-15,partXXXXXXXXXX,KA03HUXXXX,BAJAJ PULSAR NS 200,15696,COOLANT OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,partXXXXXXXXXX,KA03HUXXXX,BAJAJ PULSAR NS 200,15696,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,partXXXXXXXXXX,KA03HUXXXX,BAJAJ PULSAR NS 200,15696,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-15,2017-07-15,partXXXXXXXXXX,KA03HUXXXX,BAJAJ PULSAR NS 200,15696,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,hariXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,8149,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,permXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,1312,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,permXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,1312,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,permXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,1312,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-15,2017-07-15,sureXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET,5235,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,sureXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET,5235,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,sureXXXXXXXXXX,KA53EQXXXX,BAJAJ AVENGER STREET,5235,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-15,2017-07-15,rahuXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR 220,5910,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-15,2017-07-15,rahuXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR 220,5910,TANK CLEANING,2017,July,1,Fuel System,Miscellaneous
2017-07-15,2017-07-15,rahuXXXXXXXXXX,KA01HHXXXX,BAJAJ PULSAR 220,5910,PETROL,2017,July,1,Fuel System,Miscellaneous
2017-07-15,2017-07-15,ramXXXXXXXXXX,KA03JDXXXX,BAJAJ PULSAR AS 200,17104,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-17,2017-07-17,YOGAXXXXXXXXXX,KA53Q6XXXX,BAJAJ PULSAR 150,58968,SPEEDOMETER CABLE,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,YOGAXXXXXXXXXX,KA53Q6XXXX,BAJAJ PULSAR 150,58968,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,madhXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,29689,AIR FILTER CHECKUP,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,madhXXXXXXXXXX,KA53ELXXXX,BAJAJ PULSAR 150,29689,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-17,2017-07-17,sajjXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,2679,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,sajjXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,2679,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-17,2017-07-17,sajjXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR 150,2679,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,thirXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 150,622,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,thirXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 150,622,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,thirXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 150,622,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-17,2017-07-17,beniXXXXXXXXXX,TN75H7XXXX,BAJAJ PULSAR 150,32010,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-17,2017-07-17,beniXXXXXXXXXX,TN75H7XXXX,BAJAJ PULSAR 150,32010,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,baluXXXXXXXXXX,KA03HLXXXX,BAJAJ DISCOVER 125,49421,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-17,2017-07-17,baluXXXXXXXXXX,KA03HLXXXX,BAJAJ DISCOVER 125,49421,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-17,2017-07-17,baluXXXXXXXXXX,KA03HLXXXX,BAJAJ DISCOVER 125,49421,DRUM BOLT,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,krisXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 180,547,TANK COVER,2017,July,1,Fuel System,Miscellaneous
2017-07-18,2017-07-18,krisXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 180,547,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,krisXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 180,547,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,krisXXXXXXXXXX,KA03JLXXXX,BAJAJ PULSAR 180,547,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-18,2017-07-18,nithXXXXXXXXXX,KA03JHXXXX,BAJAJ PULSAR 220,5006,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-18,2017-07-18,nithXXXXXXXXXX,KA03JHXXXX,BAJAJ PULSAR 220,5006,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,nithXXXXXXXXXX,KA03JHXXXX,BAJAJ PULSAR 220,5006,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,ganaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,10328,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-18,2017-07-18,ganaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,10328,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,ganaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,10328,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,ganaXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 150,10328,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,shivXXXXXXXXXX,KA36EJXXXX,BAJAJ AVENGER STREET,34684,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,kilaXXXXXXXXXX,KA03JCXXXX,BAJAJ PLATINA,29600,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,srikXXXXXXXXXX,KA53ETXXXX,BAJAJ V125,518,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,srikXXXXXXXXXX,KA53ETXXXX,BAJAJ V125,518,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-18,2017-07-18,srikXXXXXXXXXX,KA53ETXXXX,BAJAJ V125,518,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,puniXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR 220,14517,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-18,2017-07-18,prakXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET 220,7684,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,prakXXXXXXXXXX,KA53EPXXXX,BAJAJ AVENGER STREET 220,7684,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,vijaXXXXXXXXXX,KA03JJXXXX,BAJAJ PULSAR 180,12481,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,c moXXXXXXXXXX,KA03JLXXXX,BAJAJ CT 100,729,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,c moXXXXXXXXXX,KA03JLXXXX,BAJAJ CT 100,729,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,c moXXXXXXXXXX,KA03JLXXXX,BAJAJ CT 100,729,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-18,2017-07-18,nageXXXXXXXXXX,KA53ETXXXX,BAJAJ AVENGER STREET 220,763,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,nageXXXXXXXXXX,KA53ETXXXX,BAJAJ AVENGER STREET 220,763,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-19,2017-07-18,subrXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 150,762,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-19,2017-07-18,subrXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 150,762,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-19,2017-07-18,subrXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR 150,762,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,dasaXXXXXXXXXX,TS09EJXXXX,BAJAJ AVENGER STREET 220,18989,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-18,2017-07-18,dasaXXXXXXXXXX,TS09EJXXXX,BAJAJ AVENGER STREET 220,18989,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-19,2017-07-19,RAJEXXXXXXXXXX,KA01HJXXXX,BAJAJ AVENGER STREET 220,18545,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-19,2017-07-19,s n XXXXXXXXXX,KA53ETXXXX,BAJAJ AVENGER STREET 220,228,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-19,2017-07-19,s n XXXXXXXXXX,KA53ETXXXX,BAJAJ AVENGER STREET 220,228,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-19,2017-07-19,s n XXXXXXXXXX,KA53ETXXXX,BAJAJ AVENGER STREET 220,228,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-19,2017-07-19,srinXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,14322,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-19,2017-07-19,srinXXXXXXXXXX,KA53ENXXXX,BAJAJ PULSAR 150,14322,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-20,2017-07-20,radhXXXXXXXXXX,FOORREXXXX,BAJAJ CT 100,543,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-20,2017-07-20,radhXXXXXXXXXX,FOORREXXXX,BAJAJ CT 100,543,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-20,2017-07-20,radhXXXXXXXXXX,FOORREXXXX,BAJAJ CT 100,543,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-20,2017-07-20,gautXXXXXXXXXX,AP37BLXXXX,BAJAJ PULSAR 150,47563,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-20,2017-07-20,niveXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR AS 200,7526,CRASH GUARD,2017,July,1,Body & Accessories,Miscellaneous
2017-07-20,2017-07-20,niveXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR AS 200,7526,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-20,2017-07-20,niveXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR AS 200,7526,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-20,2017-07-20,niveXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR AS 200,7526,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-20,2017-07-20,niveXXXXXXXXXX,KA53EPXXXX,BAJAJ PULSAR AS 200,7526,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-20,2017-07-20,chetXXXXXXXXXX,KA01HGXXXX,BAJAJ PULSAR 150,15557,BRAKE SWITCH,2017,July,1,Electrical,Miscellaneous
2017-07-20,2017-07-20,chetXXXXXXXXXX,KA01HGXXXX,BAJAJ PULSAR 150,15557,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-20,2017-07-20,chetXXXXXXXXXX,KA01HGXXXX,BAJAJ PULSAR 150,15557,CLUTCH CAM,2017,July,1,Engine & Transmission,Miscellaneous
2017-07-20,2017-07-20,chetXXXXXXXXXX,KA01HGXXXX,BAJAJ PULSAR 150,15557,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-21,2017-07-21,diliXXXXXXXXXX,KA53S3XXXX,BAJAJ V,12457,UNKNOWN PART,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,PRAMXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR LS135,3811,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,PRAMXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR LS135,3811,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,PRAMXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR LS135,3811,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,PRAMXXXXXXXXXX,KA53ESXXXX,BAJAJ PULSAR LS135,3811,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-21,2017-07-21,nihiXXXXXXXXXX,KA03JHXXXX,BAJAJ PULSAR 220,1700,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,nihiXXXXXXXXXX,KA03JHXXXX,BAJAJ PULSAR 220,1700,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,srinXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET,701,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-21,2017-07-21,srinXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET,701,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,srinXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET,701,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,subaXXXXXXXXXX,KA53EPXXXX,BAJAJ CT 100,8041,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-21,2017-07-21,subaXXXXXXXXXX,KA53EPXXXX,BAJAJ CT 100,8041,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-21,2017-07-21,subaXXXXXXXXXX,KA53EPXXXX,BAJAJ CT 100,8041,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,kumaXXXXXXXXXX,KA03JCXXXX,BAJAJ DISCOVER 125,20483,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,kumaXXXXXXXXXX,KA03JCXXXX,BAJAJ DISCOVER 125,20483,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,suniXXXXXXXXXX,KA02JGXXXX,BAJAJ AVENGER STREET 220,11841,CLUTCH OVERHUAL,2017,July,1,Engine & Transmission,Miscellaneous
2017-07-22,2017-07-22,suniXXXXXXXXXX,KA02JGXXXX,BAJAJ AVENGER STREET 220,11841,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,suniXXXXXXXXXX,KA02JGXXXX,BAJAJ AVENGER STREET 220,11841,GEAR SHAFT,2017,July,1,Engine & Transmission,Miscellaneous
2017-07-22,2017-07-22,nilmXXXXXXXXXX,KA53ENXXXX,BAJAJ AVENGER STREET 220,11073,CLUTCH OVERHUAL,2017,July,1,Engine & Transmission,Miscellaneous
2017-07-22,2017-07-22,nilmXXXXXXXXXX,KA53ENXXXX,BAJAJ AVENGER STREET 220,11073,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,nilmXXXXXXXXXX,KA53ENXXXX,BAJAJ AVENGER STREET 220,11073,GEAR SHAFT,2017,July,1,Engine & Transmission,Miscellaneous
2017-07-22,2017-07-22,devrXXXXXXXXXX,KA53EQXXXX,BAJAJ V150,9144,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,ajayXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 180,15809,HEAD RUBBER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,ajayXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 180,15809,LOADING GEAR,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,ajayXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 180,15809,SPARK PLUG,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,ajayXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 180,15809,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,ajayXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 180,15809,SPEEDOMETER COVER,2017,July,1,Body & Accessories,Miscellaneous
2017-07-22,2017-07-22,ajayXXXXXXXXXX,KA53EJXXXX,BAJAJ PULSAR 180,15809,LOCK ARM,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,natrXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET,1249,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,natrXXXXXXXXXX,KA53ESXXXX,BAJAJ AVENGER STREET,1249,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-22,2017-07-22,mohaXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR NS 200,481,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,mohaXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR NS 200,481,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-22,2017-07-22,mohaXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR NS 200,481,3M OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,balaXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR NS 200,644,CONSUMABLES,2017,July,1,Miscellaneous,Miscellaneous
2017-07-22,2017-07-22,balaXXXXXXXXXX,KA53ETXXXX,BAJAJ PULSAR NS 200,644,POLISH,2017,July,1,General Service & Labour,Miscellaneous
2017-07-22,2017-07-22,raghXXXXXXXXXX,KA09EMXXXX,BAJAJ DISCOVER 135,69787,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-24,2017-07-24,arjiXXXXXXXXXX,KA53EAXXXX,BAJAJ PULSAR NS 200,24926,OIL FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-24,2017-07-24,arjiXXXXXXXXXX,KA53EAXXXX,BAJAJ PULSAR NS 200,24926,COOLANT OIL,2017,July,1,Miscellaneous,Miscellaneous
2017-07-24,2017-07-24,arjiXXXXXXXXXX,KA53EAXXXX,BAJAJ PULSAR NS 200,24926,DISC OIL,2017,July,1,Braking System,Miscellaneous
2017-07-24,2017-07-24,arjiXXXXXXXXXX,KA53EAXXXX,BAJAJ PULSAR NS 200,24926,AIR FILTER,2017,July,1,Miscellaneous,Miscellaneous
2017-07-24,2017-07-24,arjiXXXXXXXXXX,KA53EAXXXX,BAJAJ PULSAR NS 200,24926,DISC PLATE,2017,July,1,Braking System,Miscellaneous
